"camis","dba","boro","building","street","zipcode","phone","cuisine_description","inspection_date","action","violation_code","violation_description","critical_flag","score","grade","grade_date","record_date","inspection_type","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"50133304","POTBELLY","Manhattan","30","ROCKEFELLER PLAZA","10112","6462894203","Sandwiches/Salads/Mixed Buffet","2025-04-11T00:00:00.000","Violations were cited in the following area(s).","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","4","A","2025-04-11T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.758747437799","-73.978692223615","105","04","010400","1076262","1012657501","MN17"
"41658484","LEN'S PAPAYA","Manhattan","4","SOUTH STREET","10004","2127479199","Hotdogs/Pretzels","2024-10-09T00:00:00.000","Violations were cited in the following area(s).","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","24",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.701687901075","-74.011631125861","101","01","000900","1085792","1000020001","MN25"
"41060947","EL TIMBIRICHI RESTAURANT","Bronx","168","EAST  174 STREET","10457","3472843310","Spanish","2024-12-11T00:00:00.000","Violations were cited in the following area(s).","04A","Food Protection Certificate (FPC) not held by manager or supervisor of food operations.","Critical","30",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.844805209289","-73.909102951764","204","15","022902","2007398","2027940042","BX41"
"50071988","HALSEY BAR & GRILL","Brooklyn","4404","AVENUE H","11234","3475872688","Caribbean","2022-11-02T00:00:00.000","Establishment re-opened by DOHMH.","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","7","A","2022-11-02T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Reopening Inspection","40.632487346249","-73.933971542939","318","45","072600","3214218","3077480041","BK58"
"40423819","ALFONSO'S PASTRY SHOPPE","Staten Island","1899","VICTORY BOULEVARD","10314","7182738802","Bakery Products/Desserts","2022-02-09T00:00:00.000","Violations were cited in the following area(s).","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical","42",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.612741882335","-74.127216633526","501","50","015100","5011065","5003780185","SI07"
"41115762","SPRING GARDENS RESTAURANT","Queens","135-29","SPRINGFIELD BOULEVARD","11413","7183414480","Caribbean","2025-09-18T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","36",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.678511997934","-73.754403548013","413","31","035800","4279989","4130140012","QN66"
"50143667","LA NUEVA 90 BAKERY","Queens","3706","90TH ST","11372","9176514591","Latin American","2024-04-23T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","12","A","2024-04-23T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.75011414738","-73.876811342964","403","21","027700","4036316","4014770001","QN28"
"50069660","DUNKIN","Queens","20815","LINDEN BLVD","11411","7185280022","Donuts","2024-07-05T00:00:00.000","Violations were cited in the following area(s).","08B","Garbage receptacle not pest or water resistant, with tight-fitting lids, and covered except while in active use. Garbage receptacle and cover not cleaned after emptying and prior to reuse. Garbage, refuse and other solid and liquid waste not collected, stored, removed and disposed of so as to prevent a nuisance.","Not Critical","30",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.696328373458","-73.744348284577","413","27","053401","4238738","4110820014","QN33"
"50131248","INDIA CAFE","Queens","9408","LEFFERTS BLVD","11419","7188255444","Indian","2024-11-04T00:00:00.000","Violations were cited in the following area(s).","04A","Food Protection Certificate (FPC) not held by manager or supervisor of food operations.","Critical","43",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.693772367285","-73.827879741493","409","28","012000","4451781","4094360008","QN54"
"41336841","#1 SABOR LATINO RESTAURANT","Bronx","4120","WHITE PLAINS ROAD","10466","7186532222","Latin American","2025-02-03T00:00:00.000","Violations were cited in the following area(s).","02H","After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2 hours, and from 70 °F to 41 °F or less within 4 additional hours.","Critical","10","A","2025-02-03T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Re-inspection","40.891175783734","-73.8585911415","212","11","042200","2063603","2048430045","BX44"
"50105137","THE BARN COFFEE SHOP","Queens","2608","HOYT AVE S","11102","7184409930","Coffee/Tea","2024-12-03T00:00:00.000","Violations were cited in the following area(s).","03A","Food, prohibited, from unapproved or unknown source, home canned or home prepared. Animal slaughtered, butchered or dressed (eviscerated, skinned) in establishment. Reduced Oxygen Packaged (ROP) fish not frozen before processing. ROP food prepared on premises transported to another site.","Critical","28",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.772437524799","-73.920629021837","401","22","006900","4018540","4008610049","QN71"
"50162050","ATLANTIC BAGELS","Brooklyn","200","CLINTON STREET","11201","9174009377","Bagels/Pretzels","2025-04-29T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","10","A","2025-04-29T00:00:00.000","2025-10-14T06:00:14.000","Pre-permit (Operational) / Initial Inspection","40.690390866091","-73.994295407289","302","33","000700","3002734","3002750001","BK09"
"50155963","BURMESE HARP","Brooklyn","8510","4 AVENUE","11209","3475174225","Asian/Asian Fusion","2024-12-10T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice in establishment's food or non-food areas.","Critical","16","B","2024-12-10T00:00:00.000","2025-10-14T06:00:14.000","Pre-permit (Operational) / Re-inspection","40.623395735593","-74.02811598178","310","43","006200","3153126","3060340041","BK31"
"50125423","ATOMIC WINGS","Brooklyn","1227","FULTON STREET","11216","3474844597","Chicken","2025-02-14T00:00:00.000","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","35","C","2025-02-14T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Re-inspection","40.680576847945","-73.952538452522","303","36","024500","3052982","3018420058","BK75"
"50143925","CHINA KING","Staten Island","14","BRADLEY AVENUE","10314","6462448308","Chinese","2024-03-29T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice in establishment's food or non-food areas.","Critical","13","A","2024-03-29T00:00:00.000","2025-10-14T06:00:14.000","Pre-permit (Operational) / Re-inspection","40.612055392352","-74.132318919926","501","50","018901","5094813","5007280113","SI07"
"50148482","NICCOLO PIZZERIA","Manhattan","2127","AMSTERDAM AVENUE","10032","6469645061","Pizza","2024-12-18T00:00:00.000","Violations were cited in the following area(s).","02G","Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.","Critical","13","A","2024-12-18T00:00:00.000","2025-10-14T06:00:14.000","Pre-permit (Operational) / Initial Inspection","40.838165776956","-73.938135924398","112","10","024900","1062646","1021110047","MN36"
"41301130","TAURO RESTAURANT","Manhattan","284","HUDSON STREET","10013","2122068530","Latin American","2024-02-15T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","8","A","2024-02-15T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Re-inspection","40.725424999406","-74.007616150685","102","03","003700","1009736","1005790002","MN24"
"50126592","CARIBBEAN TASTE BUDZ","Queens","8782","SUTPHIN BLVD","11435","7188854403","Caribbean","2024-03-04T00:00:00.000","Violations were cited in the following area(s).","04M","Live roaches in facility's food or non-food area.","Critical","34",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.705073563359","-73.809391142512","412","24","023800","4207061","4096900017","QN61"
"50074925","ROLLY KIMBAB","Queens","16316","NORTHERN BLVD","11358","7186611544","Korean","2023-06-15T00:00:00.000","Violations were cited in the following area(s).","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","22",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.761272354461","-73.802659863004","407","20","117100","4120498","4053370034","QN51"
"50150524","JERK CITY JAMAICAN RESTAURANT","Brooklyn","1203","SUTTER AVENUE","11208","7183142905","Caribbean","2024-12-26T00:00:00.000","Violations were cited in the following area(s).","20-06","Current letter grade or Grade Pending card not posted","Not Critical",,,,"2025-10-14T06:00:14.000","Administrative Miscellaneous / Initial Inspection","40.672543296757","-73.87350881844","305","42","119600","3095362","3042480001","BK82"
"50018004","BUS STOP DINER","Manhattan","3341","BROADWAY","10031","2126902150","American","2022-05-05T00:00:00.000","Violations were cited in the following area(s).","06B","Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.","Critical","0",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.820195576669","-73.955010946603","109","07","022301","1059958","1020020033","MN06"
"50136208","INES CAFE","Manhattan","419","EAST   74 STREET","10021","8452830535","Coffee/Tea","2025-06-26T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","30",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.768854791842","-73.954406756795","108","05","013200","1045893","1014690009","MN31"
"50133774","SWEETS BY LINDA","Queens","3113","DITMARS BLVD","11105","9292168141",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-14T06:00:19.000",,"40.775759193197","-73.910154366978","401","22","011300","4016929","4008310032","QN72"
"50090983","QUEENS PALACE","Queens","37-11","57 STREET","11377","7185302719","American","2024-10-18T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","39",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.750042437639","-73.905363710126","402","26","025700","4027683","4012120066","QN63"
"50102561","PINK METAL","Brooklyn","253","BUSHWICK AVENUE","11206","3474538138","American","2022-11-12T00:00:00.000","Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.","Critical","12","A","2022-11-12T00:00:00.000","2025-10-14T06:00:14.000","Pre-permit (Operational) / Initial Inspection","40.707304941965","-73.939769111603","301","34","049300","3071271","3030640027","BK78"
"50128940","MELI TAQUERIA","Manhattan","184","EAST  116 STREET","10029","9172161735","Mexican","2024-11-21T00:00:00.000","Violations were cited in the following area(s).","20-08","Failure to post or conspicuously post healthy eating information","Not Critical",,,,"2025-10-14T06:00:14.000","Administrative Miscellaneous / Re-inspection","40.798151433646","-73.9405462055","111","08","018200","1084329","1016430040","MN34"
"50125222","CINNABON / AUNTIE ANNE'S","Manhattan","688","6 AVENUE","10010","6464905019","Bakery Products/Desserts","2022-09-21T00:00:00.000","Violations were cited in the following area(s).","06A","Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required.  Jewelry is worn on hands or arms.  Fingernail polish worn or fingernails not kept clean and trimmed.","Critical","50","C","2022-09-21T00:00:00.000","2025-10-14T06:00:14.000","Pre-permit (Operational) / Re-inspection","40.74200344303","-73.993442916853","105","03","005800","1015555","1008230079","MN13"
"50064329","ROSA'S PIZZA","Queens","3101","21ST ST","11106","7187261295","Pizza","2025-09-08T00:00:00.000","Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.","Critical","25",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.767214816187","-73.929927703716","401","22","007700","4006367","4005520018","QN70"
"50133660","FRESH MY DAY","Brooklyn","99","FRANKLIN STREET","11222","9179466675","Juice, Smoothies, Fruit Salads","2024-11-22T00:00:00.000","Violations were cited in the following area(s).","02C","Hot TCS food item that has been cooked and cooled is being held for service without first being reheated to 165º F or above within 2 hours.","Critical","30",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.729339656437","-73.9575187827","301","33","056500","3064799","3025620026","BK76"
"50034377","MAGGIE MAE'S","Queens","4115","QUEENS BLVD","11104","7184333067","American","2023-01-26T00:00:00.000","Violations were cited in the following area(s).","04M","Live roaches in facility's food or non-food area.","Critical","20","B","2023-01-26T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Re-inspection","40.743674124042","-73.923102992406","402","26","018102","4002451","4001880005","QN31"
"41129116","DUNKIN","Staten Island","77","RICHMOND HILL ROAD","10314","7183701238","Donuts","2024-04-05T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","9","A","2024-04-05T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.587830424688","-74.165639087175","502","51","027706","5158456","5023800500","SI24"
"50136276","ESSENCE BAR & GRILL","Brooklyn","1662","ATLANTIC AVENUE","11213","7189137495","American","2023-08-24T00:00:00.000","Violations were cited in the following area(s).","10G","Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.","Not Critical","37","C","2023-08-24T00:00:00.000","2025-10-14T06:00:14.000","Pre-permit (Operational) / Re-inspection","40.677678245798","-73.935444437491","308","36","030900","3035547","3013350006","BK61"
"50106402","99C PIZZA","Manhattan","246","EAST   14 STREET","10003","6466109092","Pizza","2021-09-15T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","06A","Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.","Critical","60",,,"2025-10-14T06:00:14.000","Pre-permit (Operational) / Initial Inspection","40.732827044834","-73.986115482704","103","02","004000","1006906","1004690030","MN22"
"40559634","TICK TOCK DINER/ BUTCHER AND THE BANKER","Manhattan","481","8 AVENUE","10001","2122688444","American","2024-04-16T00:00:00.000","Violations were cited in the following area(s).","02G","Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.","Critical","13","A","2024-04-16T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Re-inspection","40.752288062254","-73.9934021983","104","03","011100","1013561","1007580037","MN13"
"50050205","ZIGGLE","Queens","14906","41ST AVE","11355","7183210220","Korean","2024-12-23T00:00:00.000","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","31",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.762136458696","-73.81556248911","407","20","116700","4533261","4050540024","QN51"
"50084728","SIDLEY AUSTIN LLP","Manhattan","787","7 AVENUE","10019","2128395719","American","2022-07-19T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","10","A","2022-07-19T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.761948488597","-73.982622296463","105","04","013100","1023157","1010040020","MN17"
"50140980","SOBA TOTTO","Manhattan","211","EAST   43 STREET","10017","2123778947","Japanese","2023-12-05T00:00:00.000","Violations were cited in the following area(s).","10A","Toilet facility not maintained or provided with toilet paper, waste receptacle or self-closing door.","Not Critical","34",,,"2025-10-14T06:00:14.000","Pre-permit (Operational) / Initial Inspection","40.751231194054","-73.973457624912","106","04","008800","1037556","1013170007","MN19"
"50116345","MALII GRAMERCY","Manhattan","391","2 AVENUE","10010","6469520078","Thai","2025-08-18T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","35","Z","2025-08-18T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Re-inspection","40.737577521506","-73.981138366315","106","02","006400","1019653","1009030032","MN21"
"50145461","PAN PAN VINO VINO","Brooklyn","120","NORMAN AVENUE","11222","6127028862","Bakery Products/Desserts","2024-05-01T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","24",,,"2025-10-14T06:00:14.000","Pre-permit (Operational) / Initial Inspection","40.726026394033","-73.949901074296","301","33","057100","3066172","3026490001","BK76"
"50131116","NAPA IN THE HEIGHTS","Manhattan","4927","BROADWAY","10034","9175290966","Latin American","2025-08-29T00:00:00.000","Violations were cited in the following area(s).","10G","Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.","Not Critical","23","Z","2025-08-29T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Re-inspection","40.867507955986","-73.921737177133","112","10","029500","1064984","1022410024","MN01"
"41376398","MASPETH PIZZA","Queens","7109","GRAND AVENUE","11378","7186395050","Pizza","2025-02-18T00:00:00.000","Violations were cited in the following area(s).","20-06","Current letter grade or Grade Pending card not posted","Not Critical",,,,"2025-10-14T06:00:14.000","Administrative Miscellaneous / Initial Inspection","40.727842077536","-73.892132446491","405","30","049302","4058677","4025050083","QN30"
"50153530","LEE & BAI CHINESE BUNS SHOP","Queens","3809","UNION ST","11354","9172852388","Chinese","2025-08-06T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","48",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.761531317758","-73.827072249036","407","20","086500","4113588","4050200007","QN22"
"50151281","X KITCHEN","Brooklyn","6001","11 AVENUE","11219","7189124888","Chinese","2024-12-12T00:00:00.000","Violations were cited in the following area(s).","06E","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.","Critical","27","B","2024-12-12T00:00:00.000","2025-10-14T06:00:14.000","Pre-permit (Operational) / Re-inspection","40.631402935258","-74.003033505139","312","44","021400","3141233","3057170008","BK88"
"50079804","BAGELS AND CREAM","Bronx","1728","EASTCHESTER ROAD","10461","7189755101","Bagels/Pretzels","2024-07-01T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","12","A","2024-07-01T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.847212043687","-73.844754770433","211","13","028400","2047156","2042260506","BX37"
"50070864","BORDER BURRITO","Brooklyn","287","BEDFORD AVENUE","11211","7187822510","Mexican","2023-05-08T00:00:00.000","Violations were cited in the following area(s).","09C","Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.","Not Critical","59",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.714085658803","-73.961543383051","301","34","055100","3062784","3023930002","BK73"
"50005897","TI AMO PIZZA","Staten Island","3555","VICTORY BOULEVARD","10314","7184770007","Pizza","2023-04-13T00:00:00.000","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","13","A","2023-04-13T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Re-inspection","40.601115596831","-74.176410664865","502","50","029103","5036682","5021620192","SI05"
"50129928","RIGOR HILL MARKET","Manhattan","227","WEST BROADWAY","10013","6463987679","American","2024-05-02T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","33",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.719339935851","-74.006204916406","101","01","003300","1001986","1001780019","MN24"
"50173990","GUERRERO'S JUICE BAR","Bronx","5906","RIVERDALE AVENUE","10471","9148172044","American","2025-08-11T00:00:00.000","Violations were cited in the following area(s).","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","66",,,"2025-10-14T06:00:14.000","Pre-permit (Non-operational) / Initial Inspection","40.907224357724","-73.903988578287","208","11","033700","2085307","2058710532","BX22"
"50108286","STARBUCKS COFFEE COMPANY","Staten Island","5801","AMBOY ROAD","10309","2126159700","Coffee/Tea","2022-04-06T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","4","A","2022-04-06T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.526671445026","-74.201227523235","503","51","020803","5084690","5068960053","SI32"
"41461629","LOS BALBUENA RESTAURANT","Bronx","2376","RYER AVENUE","10458","3472713523","Latin American","2024-02-07T00:00:00.000","Violations were cited in the following area(s).","08C","Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.","Not Critical","5","A","2024-02-07T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.859296388527","-73.898074991117","205","15","023702","2013577","2031520001","BX05"
"41218096","CHIPOTLE MEXICAN GRILL","Manhattan","864","BROADWAY","10003","2122537860","Tex-Mex","2023-06-13T00:00:00.000","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","13","A","2023-06-13T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.737378289053","-73.990239034689","105","02","005200","1016126","1008460023","MN13"
"50076009","CHARLIE'S PLACE","Manhattan","1960","MADISON AVENUE","10035","2124100277","Japanese","2024-06-06T00:00:00.000","Violations were cited in the following area(s).","02F","Meat, fish, molluscan shellfish, unpasteurized raw shell eggs, poultry or other TCS offered or served raw or undercooked and written notice not provided to consumer.","Critical","33",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.806102884801","-73.940383749723","111","09","019800","1054073","1017500156","MN34"
"50164407","MONTE HOREB DELI & GROCERY","Brooklyn","7409","13 AVENUE","11228","3474920644","Latin American","2025-09-04T00:00:00.000","Violations were cited in the following area(s).","02G","Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.","Critical","29",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.620769474429","-74.006923354475","310","38","019800","3159417","3062110008","BK30"
"50143857","KAHACHAPURI FACTORY","Brooklyn","1654A","EAST   15 STREET","11229","3472400003","Eastern European","2024-06-04T00:00:00.000","Violations were cited in the following area(s).","04A","Food Protection Certificate (FPC) not held by manager or supervisor of food operations.","Critical","22",,,"2025-10-14T06:00:14.000","Pre-permit (Operational) / Compliance Inspection","40.609286178575","-73.958395013735","315","48","055400","3182412","3067770029","BK25"
"50077330","QUALITY FOOD CHINESE RESTAURANT","Bronx","3573","EAST TREMONT AVENUE","10465","7188288822","Chinese","2023-05-25T00:00:00.000","Violations were cited in the following area(s).","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","18",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.829548925682","-73.825156690914","210","13","016200","2076704","2054270098","BX52"
"50106660","POETICA COFFEE","Brooklyn","251","SMITH STREET","11231","9177975131","Coffee/Tea","2023-10-30T00:00:00.000","Violations were cited in the following area(s).","09E","Wash hands sign not posted near or above hand washing sink.","Not Critical","22",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.683259858852","-73.992799716356","306","33","007500","3323336","3004150007","BK33"
"50067016","WANISA KITCHEN","Brooklyn","142","SMITH STREET","11201","7185223027","Thai","2025-08-28T00:00:00.000","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","17","Z","2025-08-28T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Re-inspection","40.686918462552","-73.990343804873","302","33","004300","3001227","3001930027","BK38"
"41248866","BARAKA BUFFET","Manhattan","2546","FREDERICK DOUGLASS BOULEVARD",,"2124913502","African","2023-05-23T00:00:00.000","Violations were cited in the following area(s).","06C","Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.","Critical","13","A","2023-05-23T00:00:00.000","2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","0","0",,,,,"1",
"50128557","LA MASA","Bronx","2542","EAST TREMONT AVENUE","10461","9177089247","Spanish","2024-11-04T00:00:00.000","Violations were cited in the following area(s).","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","16",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.842922465161","-73.849213952349","210","13","020000","2042385","2040010054","BX37"
"50139939","EL RINCONCITO DE LOS SABORES","Queens","15401","UNION TPKE","11367","3478981231","Other","2025-02-26T00:00:00.000","Violations were cited in the following area(s).","02G","Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.","Critical","12","A","2025-02-26T00:00:00.000","2025-10-14T06:00:14.000","Pre-permit (Operational) / Initial Inspection","40.719744858576","-73.809673700224","408","24","077904","4147713","4068170001","QN37"
"50113589","375 CHICKEN N FRIES","Manhattan","649","9 AVENUE","10036","3477558666","Chicken","2025-03-04T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","04A","Food Protection Certificate (FPC) not held by manager or supervisor of food operations.","Critical","98",,,"2025-10-14T06:00:14.000","Cycle Inspection / Initial Inspection","40.760610013406","-73.991051421307","104","03","012100","1083774","1010550031","MN15"
"50132327","88 BAKERY & CAFE","Queens","8279","BROADWAY","11373","7187818069","Bakery Products/Desserts","2023-04-12T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","19",,,"2025-10-14T06:00:14.000","Pre-permit (Operational) / Initial Inspection","40.741601229177","-73.880677651228","404","25","046900","4039029","4015610034","QN29"
"50123777","DUAA'S CAFE","Manhattan","500","WEST  162 STREET","10032","9172614093","Coffee/Tea","2023-02-14T00:00:00.000","Violations were cited in the following area(s).","10G","Dishwashing and ware washing:  Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.","Not Critical","14",,,"2025-10-14T06:00:14.000","Pre-permit (Operational) / Initial Inspection","40.836223665542","-73.940334971855","112","10","024500","1062868","1021200033","MN36"
